;klasyfikator_0;klasyfikator_1;adv
1257;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;1
1258;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;1
1259;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
1260;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1
1261;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;1
1262;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;1
1263;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;1
1264;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;1
1265;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;1
1266;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;1
1267;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;1
1268;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;1
1269;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;1
1270;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;1
1271;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;1
1272;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1
1273;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;1
1274;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;1
1275;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1
1276;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;1
1277;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;1
1278;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;1
1279;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;1
1280;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;1
1281;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;1
1282;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;1
1283;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;1
1284;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;1
1285;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;1
1286;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;1
1287;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;1
1288;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;1
1289;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;1
1290;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;1
1291;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;1
1292;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;1
1293;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;1
1294;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;1
1295;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;1
1296;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;1
1297;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;1
1298;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;1
1299;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;1
1300;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;1
1301;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;1
1302;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;1
1303;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;1
1304;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;1
1305;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;1
1306;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;1
1307;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;1
1308;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;1
1309;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;1
1310;k = 10, metryka = euclidean, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;1
1311;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;1
1312;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;1
1313;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;1
1314;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;1
1315;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;1
1316;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;1
1317;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;1
1318;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;1
1319;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;1
1320;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;1
1321;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;1
1322;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;1
1323;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;1
1324;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;1
1325;k = 10, metryka = euclidean, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;1
1326;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 5;1
1327;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 6;1
1328;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 7;1
1329;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 8;1
1330;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 9;1
1331;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 1;1
1332;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 2;1
1333;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 3;1
1334;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 4;1
1335;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 5;1
1336;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 6;1
1337;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 7;1
1338;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 8;1
1339;k = 10, metryka = euclidean, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 9;1
1340;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 6;1
1341;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 7;1
1342;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 8;1
1343;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 9;1
1344;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 1;1
1345;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 2;1
1346;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 3;1
1347;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 4;1
1348;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 5;1
1349;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 6;1
1350;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 7;1
1351;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 8;1
1352;k = 10, metryka = euclidean, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 9;1
1353;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 7;1
1354;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 8;1
1355;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 9;1
1356;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 1;1
1357;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 2;1
1358;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 3;1
1359;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 4;1
1360;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 5;1
1361;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 6;1
1362;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;1
1363;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;1
1364;k = 10, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;1
1365;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;1
1366;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;1
1367;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;1
1368;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;1
1369;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;1
1370;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1
1371;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;1
1372;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;1
1373;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1
1374;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
1375;k = 10, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
1376;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;1
1377;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;1
1378;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;1
1379;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;1
1380;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1
1381;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1
1382;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;1
1383;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;1
1384;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;1
1385;k = 10, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
1386;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;1
1387;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;1
1388;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;1
1389;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1
1390;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;1
1391;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;1
1392;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1
1393;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;1
1394;k = 10, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;1
1395;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;1
1396;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;1
1397;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;1
1398;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;1
1399;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;1
1400;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;1
1401;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;1
1402;k = 10, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;1
1403;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;1
1404;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;1
1405;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;1
1406;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;1
1407;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;1
1408;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;1
1409;k = 10, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;1
1410;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;1
1411;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;1
1412;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;1
1413;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;1
1414;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;1
1415;k = 10, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;1
1416;k = 10, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 5;1
1417;k = 10, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 6;1
1418;k = 10, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 7;1
1419;k = 10, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 8;1
1420;k = 10, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 9;1
1421;k = 10, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 6;1
1422;k = 10, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 7;1
1423;k = 10, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 8;1
1424;k = 10, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 9;1
1425;k = 10, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;1
1426;k = 10, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;1
1427;k = 10, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;1
1428;k = 10, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
1429;k = 10, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
1430;k = 10, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
